Statistical profiling result from isolate-0x7fbf05400000-99871-v8.log, (218829 ticks, 1044 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
     73    0.0%    0.0%  LazyCompile: *Readable.on node:internal/streams/readable:874:33
     72    0.0%    0.0%  LazyCompile: *emit node:domain:478:44
     72    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/dist/shared/mongoose/helpers.js:62:36
     71    0.0%    0.0%  LazyCompile: *request /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/follow-redirects/index.js:453:21
     71    0.0%    0.0%  LazyCompile: *outgoingRequest /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/http.js:327:40
     71    0.0%    0.0%  LazyCompile: *Schema.eachPath /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/schema.js:1151:37
     69    0.0%    0.0%  LazyCompile: *ObjectId /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/bson/lib/objectid.js:23:22
     67    0.0%    0.0%  LazyCompile: *onStreamRead node:internal/stream_base_commons:167:22
     67    0.0%    0.0%  LazyCompile: *getIncomingRequestAttributesOnResponse /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/utils.js:420:48
     67    0.0%    0.0%  LazyCompile: *get serverSession /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sessions.js:93:22
     66    0.0%    0.0%  LazyCompile: *command /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sdam/server.js:139:12
     66    0.0%    0.0%  LazyCompile: *arrayClone node:events:865:20
     64    0.0%    0.0%  LazyCompile: *format node:url:581:39
     64    0.0%    0.0%  LazyCompile: *addRequest node:_http_agent:245:49
     63    0.0%    0.0%  LazyCompile: *get node:internal/streams/duplex:97:8
     56    0.0%    0.0%  LazyCompile: *tickOnSocket node:_http_client:798:22
     56    0.0%    0.0%  LazyCompile: *processWaitQueue /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/cmap/connection_pool.js:418:26
     56    0.0%    0.0%  LazyCompile: *SchemaType._isRef /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/schematype.js:1440:29
     54    0.0%    0.0%  LazyCompile: *dispatchHttpRequest /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/axios/lib/adapters/http.js:48:50
     53    0.0%    0.0%  LazyCompile: *getAllKeys /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/lodash/lodash.js:5915:24
     53    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sdam/server.js:41:35
     52    0.0%    0.0%  RegExp: \.\d+ {1}
     52    0.0%    0.0%  LazyCompile: *resOnFinish node:_http_server:833:21
     52    0.0%    0.0%  LazyCompile: *Socket._read node:net:666:34
     51    0.0%    0.0%  LazyCompile: *removeListener node:events:675:28
     51    0.0%    0.0%  LazyCompile: *executeWithServerSelection /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/operations/execute_operation.js:65:36
     51    0.0%    0.0%  LazyCompile: *Readable.resume node:internal/streams/readable:963:37
     51    0.0%    0.0%  LazyCompile: *Readable.read /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/readable-stream/lib/_stream_readable.js:392:36
     51    0.0%    0.0%  LazyCompile: *Query /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/query.js:90:15
     51    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/dist/shared/mongoose/helpers.js:53:36
     50    0.0%    0.0%  LazyCompile: *forOwnRecursive /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/dist/shared/mongoose/helpers.js:22:25
     50    0.0%    0.0%  LazyCompile: *concat node:buffer:541:32
     50    0.0%    0.0%  LazyCompile: *_startHttpSpan /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/http.js:417:19
     50    0.0%    0.0%  LazyCompile: *OutgoingMessage node:_http_outgoing:103:25
     50    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/http.js:199:45
     49    0.0%    0.0%  LazyCompile: *log /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/winston/lib/winston/transports/console.js:44:6
     49    0.0%    0.0%  LazyCompile: *from node:buffer:301:28
     49    0.0%    0.0%  LazyCompile: *endSession /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sessions.js:129:15
     49    0.0%    0.0%  LazyCompile: *SchemaString.cast /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/schema/string.js:582:39
     48    0.0%    0.0%  LazyCompile: *socketOnData node:_http_client:527:22
     48    0.0%    0.0%  LazyCompile: *getKeys /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/class-transformer/cjs/TransformOperationExecutor.js:372:12
     48    0.0%    0.0%  LazyCompile: *NativeCollection.<computed> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/drivers/node-mongodb-native/collection.js:74:43
     47    0.0%    0.0%  LazyCompile: *toObject /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/utils.js:330:37
     47    0.0%    0.0%  LazyCompile: *onwrite /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/readable-stream/lib/_stream_writable.js:444:17
     47    0.0%    0.0%  LazyCompile: *get /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/helpers/document/compile.js:177:20
     47    0.0%    0.0%  LazyCompile: *ObjectId.generate /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/bson/lib/objectid.js:133:34
     46    0.0%    0.0%  LazyCompile: *stackSet /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/lodash/lodash.js:2392:22
     46    0.0%    0.0%  LazyCompile: *incomingRequest /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/http.js:251:40
     46    0.0%    0.0%  LazyCompile: *forEach /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/axios/lib/utils.js:230:17
     45    0.0%    0.0%  LazyCompile: *matchKnownFields node:_http_incoming:276:26
     45    0.0%    0.0%  LazyCompile: *get node:internal/bootstrap/pre_execution:413:8
     44    0.0%    0.0%  LazyCompile: *setStreamTimeout node:internal/stream_base_commons:237:26
     44    0.0%    0.0%  LazyCompile: *readableAddChunk /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/readable-stream/lib/_stream_readable.js:249:26
     44    0.0%    0.0%  LazyCompile: *processWaitQueue /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sdam/topology.js:606:26
     44    0.0%    0.0%  LazyCompile: *parserOnIncoming node:_http_server:897:26
     44    0.0%    0.0%  LazyCompile: *get node:_http_incoming:112:16
     44    0.0%    0.0%  LazyCompile: *convertObject /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/dist/shared/mongoose/helpers.js:32:23
     44    0.0%    0.0%  LazyCompile: *SubdocumentPath.cast /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/schema/SubdocumentPath.js:152:42
     44    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/class-validator/cjs/validation/ValidationExecutor.js:175:96
     43    0.0%    0.0%  LazyCompile: *setTimeout node:timers:140:20
     43    0.0%    0.0%  LazyCompile: *responseOnEnd node:_http_client:739:23
     43    0.0%    0.0%  LazyCompile: *parserOnIncomingClient node:_http_client:605:32
     43    0.0%    0.0%  LazyCompile: *get /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/semantic-conventions/build/src/trace/index.js:4:67
     43    0.0%    0.0%  LazyCompile: *connect node:_tls_wrap:1606:35
     43    0.0%    0.0%  LazyCompile: *ClientRequest node:_http_client:134:23
     42    0.0%    0.0%  LazyCompile: *validateStructure /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/aws-sdk/lib/param_validator.js:53:48
     42    0.0%    0.0%  LazyCompile: *ondata node:internal/streams/readable:752:18
     42    0.0%    0.0%  LazyCompile: *endReadableNT node:internal/streams/readable:1351:23
     42    0.0%    0.0%  LazyCompile: *ClientSession /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/sessions.js:54:16
     41    0.0%    0.0%  LazyCompile: *serializeObject /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/bson/lib/parser/serializer.js:258:25
     41    0.0%    0.0%  LazyCompile: *keylogNewListener node:_tls_wrap:700:29
     41    0.0%    0.0%  LazyCompile: *afterWriteTick node:internal/streams/writable:484:24
     41    0.0%    0.0%  LazyCompile: *_init /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/document.js:781:17
     40    0.0%    0.0%  LazyCompile: *request /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/axios/lib/core/Axios.js:29:43
     40    0.0%    0.0%  LazyCompile: *parseXml /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/aws-sdk/lib/xml/node_parser.js:49:18
     40    0.0%    0.0%  LazyCompile: *isPrototype /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/lodash/lodash.js:6442:25
     40    0.0%    0.0%  LazyCompile: *applySchemaTypeTransforms /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/document.js:3924:35
     40    0.0%    0.0%  LazyCompile: *Writable node:internal/streams/writable:220:18
     39    0.0%    0.0%  RegExp: [^\t\x20-\x7e\x80-\xff]
     39    0.0%    0.0%  LazyCompile: *get node:net:1884:6
     39    0.0%    0.0%  LazyCompile: *checkIn /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongodb/lib/cmap/connection_pool.js:149:12
     39    0.0%    0.0%  LazyCompile: *applyGetters /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/mongoose/lib/document.js:3869:22
     39    0.0%    0.0%  LazyCompile: *afterConnect node:net:1231:22
     39    0.0%    0.0%  LazyCompile: *<anonymous> /Volumes/MacOS/InfraTech/Zaapi/zaapi-chat-service/node_modules/@opentelemetry/instrumentation-http/build/src/utils.js:459:12
